distrito,suma
"ALTO SELVA ALEGRE",7463.820000000001
AREQUIPA,2560.02
CAYMA,890.03
"CERRO COLORADO",5446.99
CHARACATO,15
CHIGUATA,45
"JACOBO HUNTER",495
"JOSE LUIS BUSTAMANTE Y RIVERO",7454.339999999999
"LA JOYA",15
"MARIANO MELGAR",1080
MIRAFLORES,2794.52
PAUCARPATA,3047.4999999999995
SABANDIA,105
SACHACA,60
SOCABAYA,3551.17
TIABAYA,90
UCHUMAYO,45
YANAHUARA,1321.29
YURA,30
