distrito,suma
"ALTO SELVA ALEGRE",5837.1900000000005
AREQUIPA,3625.41
CAYMA,3042
"CERRO COLORADO",35777.64
CHARACATO,324.03999999999996
CHIGUATA,15
"JACOBO HUNTER",188.46
"JOSE LUIS BUSTAMANTE Y RIVERO",4303.66
"MARIANO MELGAR",1849.07
MIRAFLORES,1030
PAUCARPATA,3753.79
SABANDIA,75
SACHACA,375
SOCABAYA,4085.4
TIABAYA,60
UCHUMAYO,45
YANAHUARA,1506.1299999999999
YURA,15
