distrito,suma
"ALTO SELVA ALEGRE",7735.28
AREQUIPA,3496.7299999999996
CAYMA,478.35
"CERRO COLORADO",9892.68
CHARACATO,155
"JACOBO HUNTER",1106.29
"JOSE LUIS BUSTAMANTE Y RIVERO",7880.56
"MARIANO MELGAR",837
MIRAFLORES,4941.5
PAUCARPATA,2872.05
SACHACA,580.35
SOCABAYA,1816.55
TIABAYA,15
UCHUMAYO,1442.48
YANAHUARA,1362.12
YURA,15
