distrito,suma
"ALTO SELVA ALEGRE",7435.97
AREQUIPA,3587.84
CAYMA,1866.38
"CERRO COLORADO",5437.21
CHARACATO,60
"JACOBO HUNTER",2085.66
"JOSE LUIS BUSTAMANTE Y RIVERO",596.55
"MARIANO MELGAR",1160
MIRAFLORES,5401.5
PAUCARPATA,3075.15
SACHACA,49048.83
SOCABAYA,3265.61
TIABAYA,30
UCHUMAYO,60
YANAHUARA,732.37
YURA,15
