distrito,suma
"ALTO SELVA ALEGRE",14577.790000000003
AREQUIPA,6816.51
CAYMA,855.26
"CERRO COLORADO",1470.43
"JACOBO HUNTER",667.49
"JOSE LUIS BUSTAMANTE Y RIVERO",7308.589999999999
"LA JOYA",410.74
"MARIANO MELGAR",4061.67
MIRAFLORES,2156.17
PAUCARPATA,4367.87
SABANDIA,533
SACHACA,345
SOCABAYA,2415.9300000000003
TIABAYA,305
UCHUMAYO,75
YANAHUARA,539.5600000000001
YURA,30
