distrito,suma
"ALTO SELVA ALEGRE",4129.76
AREQUIPA,7346.660000000001
CAYMA,670.25
"CERRO COLORADO",6327.719999999999
CHIGUATA,50
"JACOBO HUNTER",199.24
"JOSE LUIS BUSTAMANTE Y RIVERO",5364.28
MAJES,15
"MARIANO MELGAR",1649.1
MIRAFLORES,2368.5
PAUCARPATA,4601.66
SABANDIA,37.91
SACHACA,2290.48
SOCABAYA,3320.32
TIABAYA,15
UCHUMAYO,695.06
YANAHUARA,972.22
YURA,15
