distrito,suma
"ALTO SELVA ALEGRE",4550.009999999999
AREQUIPA,8102.349999999999
CAYMA,725.19
"CERRO COLORADO",4356.549999999999
CHALA,20
CHARACATO,15
CHIGUATA,30
"JACOBO HUNTER",1374
"JOSE LUIS BUSTAMANTE Y RIVERO",2042.7
"LA JOYA",15
"MARIANO MELGAR",3310
MIRAFLORES,1166.78
PAUCARPATA,4239.369999999999
SABANDIA,549.9
SACHACA,109.49
SOCABAYA,1526.23
TIABAYA,15
UCHUMAYO,239
YANAHUARA,1393.6
YURA,235
