distrito,suma
"ALTO SELVA ALEGRE",5084.71
AREQUIPA,4021.53
CAYMA,2438.6
"CERRO COLORADO",772.85
CHARACATO,30
"JACOBO HUNTER",342.71000000000004
"JOSE LUIS BUSTAMANTE Y RIVERO",1790.52
"LA JOYA",15
"MARIANO MELGAR",1237.71
MIRAFLORES,890
PAUCARPATA,2726.92
SABANDIA,225.31
SACHACA,75
SOCABAYA,2852.17
TIABAYA,150
UCHUMAYO,45
YANAHUARA,2456.46
YURA,30
