distrito,suma
"ALTO SELVA ALEGRE",7538.049999999999
AREQUIPA,8799.62
CAYMA,1181.02
"CERRO COLORADO",2739.56
CHARACATO,115
"JACOBO HUNTER",599.06
"JOSE LUIS BUSTAMANTE Y RIVERO",5463
"LA JOYA",65
MAJES,66.7
"MARIANO MELGAR",2508.34
MIRAFLORES,2839.11
PAUCARPATA,2479.46
SABANDIA,317.52
SACHACA,863.12
"SAN MARTIN DE PORRES",96.77
SOCABAYA,3098.09
TIABAYA,90
UCHUMAYO,578.06
YANAHUARA,1896.36
YURA,1516.5
