distrito,suma
"ALTO SELVA ALEGRE",10190.630000000001
AREQUIPA,6437.46
CAYMA,7010.35
"CERRO COLORADO",11361.350000000002
"JACOBO HUNTER",3360
"JOSE LUIS BUSTAMANTE Y RIVERO",1932.32
MAJES,15
"MARIANO MELGAR",3175.17
MIRAFLORES,4107.74
PAUCARPATA,10171.39
SACHACA,105.2
SOCABAYA,2930.12
TIABAYA,15
UCHUMAYO,75
YANAHUARA,1035.03
