distrito,suma
"ALTO SELVA ALEGRE",14183.76
AREQUIPA,7726.740000000001
CAYMA,1427.71
"CERRO COLORADO",4278.27
CHARACATO,45
"JACOBO HUNTER",346.31
"JOSE LUIS BUSTAMANTE Y RIVERO",2666.59
MAJES,15
"MARIANO MELGAR",410
MIRAFLORES,4563.99
PAUCARPATA,2471.66
SABANDIA,15
SACHACA,2795.5
SOCABAYA,1771.03
TIABAYA,15
UCHUMAYO,245.11
YANAHUARA,728
YURA,15
