distrito,suma
"ALTO SELVA ALEGRE",9304.29
AREQUIPA,6265.45
CAYMA,324.28999999999996
"CERRO COLORADO",3337.4500000000003
CHARACATO,15
"JACOBO HUNTER",765.1
"JOSE LUIS BUSTAMANTE Y RIVERO",900.47
MAJES,15
"MARIANO MELGAR",604.73
MIRAFLORES,7253.26
PAUCARPATA,2719.07
SABANDIA,70
SACHACA,336.87
SOCABAYA,1640.08
UCHUMAYO,875
YANAHUARA,765.63
