distrito,suma
"ALTO SELVA ALEGRE",12516.69
AREQUIPA,1765.7399999999998
CAYMA,478.84000000000003
"CERRO COLORADO",5579.8
CHARACATO,45
"JACOBO HUNTER",360
"JOSE LUIS BUSTAMANTE Y RIVERO",6014.530000000001
MAJES,15
"MARIANO MELGAR",165
MIRAFLORES,1084.37
PAUCARPATA,7273.429999999999
SABANDIA,15
SACHACA,662.76
SOCABAYA,1286.37
SURQUILLO,15
TIABAYA,375
UCHUMAYO,265.48
YANAHUARA,861.06
