distrito,suma
"ALTO SELVA ALEGRE",7118.490000000001
AREQUIPA,2229.21
CAYMA,1028.36
"CERRO COLORADO",6116.62
ILO,15
"JACOBO HUNTER",150
"JOSE LUIS BUSTAMANTE Y RIVERO",1293
"MARIANO MELGAR",1675.57
MIRAFLORES,8009.14
PAUCARPATA,4194.860000000001
SABANDIA,400
SACHACA,8194.55
SOCABAYA,5637.08
UCHUMAYO,45
YANAHUARA,7783.210000000001
