distrito,suma
"ALTO SELVA ALEGRE",6575.939999999999
AREQUIPA,12551.03
CAYMA,1016.99
"CERRO COLORADO",4407.930000000001
CHARACATO,56.53
CHIGUATA,60
"JACOBO HUNTER",2393.9
"JOSE LUIS BUSTAMANTE Y RIVERO",7007.63
"LA JOYA",15
"MARIANO MELGAR",1858.19
MIRAFLORES,7114.349999999999
PAUCARPATA,14085.59
SABANDIA,90
SACHACA,204
SOCABAYA,4363.67
TIABAYA,45
TINGO,15
UCHUMAYO,2332.5
YANAHUARA,1770.52
YURA,45
