distrito,suma
"ALTO SELVA ALEGRE",3995.2400000000002
AREQUIPA,25928.249999999996
CAYMA,536.1800000000001
"CERRO COLORADO",10443.08
CHARACATO,15
ILO,26
"JACOBO HUNTER",5543.89
"JOSE LUIS BUSTAMANTE Y RIVERO",6911.719999999999
MAJES,30
"MARIANO MELGAR",422.65999999999997
MIRAFLORES,1854
ORCOPAMPA,15
PAUCARPATA,2150.91
SABANDIA,1700
SACHACA,2985
SOCABAYA,2555.02
TIABAYA,1585
UCHUMAYO,5142
YANAHUARA,768
YURA,5
