distrito,suma
"ALTO SELVA ALEGRE",2163.78
AREQUIPA,2917.51
CAYMA,511.85
"CERRO COLORADO",4144.34
"JACOBO HUNTER",235
"JOSE LUIS BUSTAMANTE Y RIVERO",6917.2699999999995
"MARIANO MELGAR",650
MIRAFLORES,3240.73
PAUCARPATA,11328.9
SABANDIA,15
SACHACA,1684.38
SOCABAYA,2096.93
UCHUMAYO,570
YANAHUARA,695
