distrito,suma
"ALTO SELVA ALEGRE",1195.8
AREQUIPA,2900.6
CAYMA,1022.14
"CERRO COLORADO",1304
CHALA,0.06
"JACOBO HUNTER",1450
"JOSE LUIS BUSTAMANTE Y RIVERO",465
MAJES,230
"MARIANO MELGAR",1841.45
MIRAFLORES,1564.02
PAUCARPATA,570
SABANDIA,15
SACHACA,260
SOCABAYA,2132.7
UCHUMAYO,41030
YANAHUARA,105
