distrito,suma
"ALTO SELVA ALEGRE",6544.12
AREQUIPA,5310.860000000001
CAYMA,3324.77
"CERRO COLORADO",3092.5299999999997
CHARACATO,350.05
"JACOBO HUNTER",135
"JOSE LUIS BUSTAMANTE Y RIVERO",2099.0299999999997
MAJES,15
"MARIANO MELGAR",757.04
MIRAFLORES,1170.7
PAUCARPATA,1296.53
SABANDIA,340
SACHACA,60
SOCABAYA,2246.2799999999997
TIABAYA,45
UCHUMAYO,45
YANAHUARA,1630
