distrito,suma
"ALTO SELVA ALEGRE",4177.98
AREQUIPA,2824.46
CAYMA,1828
"CERRO COLORADO",4964.84
"JACOBO HUNTER",2035.22
"JOSE LUIS BUSTAMANTE Y RIVERO",3470.22
MAJES,15
"MARIANO MELGAR",180
MIRAFLORES,1058.29
PAUCARPATA,1010
SABANDIA,915
SACHACA,1640
SOCABAYA,2607.7
TIABAYA,15
YANAHUARA,685.26
