distrito,suma
"ALTO SELVA ALEGRE",4246.479999999999
AREQUIPA,2836.41
CAYMA,1096
"CERRO COLORADO",6449.530000000001
CHARACATO,30
CHIGUATA,60
"JACOBO HUNTER",285
"JOSE LUIS BUSTAMANTE Y RIVERO",2715.52
"LA JOYA",30
"MARIANO MELGAR",724.99
MIRAFLORES,2652.3
PAUCARPATA,4523.01
SABANDIA,120
SACHACA,605
SOCABAYA,2578.9300000000003
TIABAYA,145
TINGO,15
UCHUMAYO,445.72
YANAHUARA,1100
YURA,30
