distrito,suma
"ALTO SELVA ALEGRE",7948.66
AREQUIPA,10330.220000000001
CAYMA,1497
"CERRO COLORADO",3868.5
CHARACATO,330.05
"JACOBO HUNTER",195
"JOSE LUIS BUSTAMANTE Y RIVERO",4678.929999999999
"MARIANO MELGAR",1928.74
MIRAFLORES,8786.019999999999
PAUCARPATA,3777.0099999999998
SACHACA,3722
SOCABAYA,1244.5900000000001
TIABAYA,15
UCHUMAYO,75
YANAHUARA,1004.1
YURA,15
