distrito,suma
"ALTO SELVA ALEGRE",8676.93
AREQUIPA,6182.66
CAYMA,571.56
"CERRO COLORADO",2815.54
"JACOBO HUNTER",9901.92
"JOSE LUIS BUSTAMANTE Y RIVERO",5078.54
MAJES,30
"MARIANO MELGAR",328.95
MIRAFLORES,3119.8
PAUCARPATA,3778.27
SABANDIA,657.04
SACHACA,90
SOCABAYA,3357.55
TIABAYA,1215
UCHUMAYO,30
YANAHUARA,1152.58
