distrito,suma
"ALTO SELVA ALEGRE",53192.51
AREQUIPA,44070.090000000004
CAYMA,2276
"CERRO COLORADO",17486.1
"JACOBO HUNTER",2070
"JOSE LUIS BUSTAMANTE Y RIVERO",18947.04
"MARIANO MELGAR",4365
MIRAFLORES,3076.09
MOQUEGUA,176
PAUCARPATA,11807
SACHACA,3832
SOCABAYA,2360.83
UCHUMAYO,1218
YANAHUARA,4815
YURA,1200
