distrito,suma
"ALTO SELVA ALEGRE",44292.6
AREQUIPA,19342.14
CAYMA,4720
"CERRO COLORADO",15434.68
"JACOBO HUNTER",185
"JOSE LUIS BUSTAMANTE Y RIVERO",33799.44
"MARIANO MELGAR",2036
MIRAFLORES,1349
MOQUEGUA,566
PAUCARPATA,32669.02
SABANDIA,70.96
SOCABAYA,57890
TIABAYA,700
UCHUMAYO,878
YANAHUARA,10
