distrito,suma
"ALTO SELVA ALEGRE",20245.42
AREQUIPA,18450.63
CAYMA,1455
"CERRO COLORADO",33464.08
CHARACATO,3300
CHIGUATA,300
"JACOBO HUNTER",890
"JOSE LUIS BUSTAMANTE Y RIVERO",13633.380000000001
"MARIANO MELGAR",3890
MIRAFLORES,6270
PAUCARPATA,14220.51
SACHACA,350
SOCABAYA,1730
UCHUMAYO,1550
YANAHUARA,120
