distrito,suma
"ALTO SELVA ALEGRE",38166.01
AREQUIPA,7774.61
CAYMA,210
"CERRO COLORADO",11763
CHARACATO,3400
"JACOBO HUNTER",865
"JOSE LUIS BUSTAMANTE Y RIVERO",13876.29
"MARIANO MELGAR",7965
MIRAFLORES,1450
PAUCARPATA,10279
SABANDIA,210
SACHACA,900
SOCABAYA,16228.33
UCHUMAYO,7540
YANAHUARA,5145
YURA,4370.26
