distrito,suma
"ALTO SELVA ALEGRE",33110.94
AREQUIPA,104703.07999999999
CAYMA,1400
"CERRO COLORADO",14552
"JACOBO HUNTER",1112.35
"JOSE LUIS BUSTAMANTE Y RIVERO",29730
"MARIANO MELGAR",3670
MIRAFLORES,21400
MOLLENDO,47736.63
PAUCARPATA,29090
SACHACA,14080
SOCABAYA,6120
UCHUMAYO,70
YANAHUARA,5170
