distrito,suma
"ALTO SELVA ALEGRE",43001.66
AREQUIPA,32005.04
CAYMA,1200
"CERRO COLORADO",9687.57
CHARACATO,1100
"JACOBO HUNTER",585
"JOSE LUIS BUSTAMANTE Y RIVERO",110420
"MARIANO MELGAR",3709
MIRAFLORES,7750
PAUCARPATA,2350
SACHACA,2585
SOCABAYA,1880
TIABAYA,100
UCHUMAYO,4000
YANAHUARA,1370
YURA,3250
