distrito,suma
"ALTO SELVA ALEGRE",52376.3
AREQUIPA,13166.630000000001
CAYMA,2100
"CERRO COLORADO",9680
CHARACATO,700
"JACOBO HUNTER",450
"JOSE LUIS BUSTAMANTE Y RIVERO",2867.54
"MARIANO MELGAR",5478.6900000000005
MIRAFLORES,4553.88
PAUCARPATA,4278.57
SACHACA,10519.67
SOCABAYA,2060
UCHUMAYO,800
YANAHUARA,2620
YURA,500
