distrito,suma
"ALTO SELVA ALEGRE",82289.04000000001
AREQUIPA,22787.410000000003
CAYMA,2265
"CERRO COLORADO",11207.82
"JACOBO HUNTER",530
"JOSE LUIS BUSTAMANTE Y RIVERO",11408.7
"MARIANO MELGAR",2860
MIRAFLORES,10460.91
PAUCARPATA,10250.27
SACHACA,4700
SOCABAYA,1700
UCHUMAYO,300
YANAHUARA,1310
