distrito,suma
"ALTO SELVA ALEGRE",63545.71
AREQUIPA,18501.329999999998
CAYMA,4820
"CERRO COLORADO",8502.099999999999
CHARACATO,1100
"JACOBO HUNTER",3141.9
"JOSE LUIS BUSTAMANTE Y RIVERO",27950.42
"MARIANO MELGAR",5610.5
MIRAFLORES,320
PAUCARPATA,40188.56
SACHACA,1870
SOCABAYA,4862
UCHUMAYO,4220
YANAHUARA,2570
