distrito,suma
"ALTO SELVA ALEGRE",31178.809999999998
AREQUIPA,157936.19999999995
CAYMA,20712
"CERRO COLORADO",29561
"JACOBO HUNTER",410
"JOSE LUIS BUSTAMANTE Y RIVERO",11252.11
"MARIANO MELGAR",8520
MIRAFLORES,17981
MOLLENDO,13000
PAUCARPATA,24440
SACHACA,60435
SOCABAYA,4225
UCHUMAYO,47
YANAHUARA,6910.5
