distrito,suma
"ALTO SELVA ALEGRE",96512.97
AREQUIPA,15142.5
CAYMA,1100
"CERRO COLORADO",29912
"JACOBO HUNTER",2700
"JOSE LUIS BUSTAMANTE Y RIVERO",36532.4
"MARIANO MELGAR",2770
MIRAFLORES,1829
PAUCARPATA,7101.320000000001
SACHACA,2600
SOCABAYA,2931
UCHUMAYO,2870
YANAHUARA,30
