distrito,suma
"ALTO SELVA ALEGRE",52258
AREQUIPA,68298.9
CAYMA,2420
"CERRO COLORADO",25010
"JACOBO HUNTER",2073.7200000000003
"JOSE LUIS BUSTAMANTE Y RIVERO",12174.27
"MARIANO MELGAR",1778
MIRAFLORES,6424.490000000001
MOLLENDO,15000
PAUCARPATA,21355.78
SACHACA,9900
SOCABAYA,7671.31
UCHUMAYO,957
YANAHUARA,2120
