distrito,suma
"ALTO SELVA ALEGRE",77771.4
AREQUIPA,15956.2
CAYMA,2050
"CERRO COLORADO",28173.82
CHIGUATA,5
"JACOBO HUNTER",8300
"JOSE LUIS BUSTAMANTE Y RIVERO",9828.54
"MARIANO MELGAR",2405
MIRAFLORES,1050
PAUCARPATA,11380.900000000001
SACHACA,1200
SOCABAYA,1530
SURQUILLO,1500
UCHUMAYO,810
YANAHUARA,321
