distrito,suma
"ALTO SELVA ALEGRE",298843.1
AREQUIPA,44446.340000000004
CAYMA,2950
"CERRO COLORADO",22725
"JACOBO HUNTER",825.6800000000001
"JOSE LUIS BUSTAMANTE Y RIVERO",187334.15
"MARIANO MELGAR",2700
MIRAFLORES,54071.3
PAUCARPATA,15196.59
SACHACA,3540
SOCABAYA,3204.63
SURQUILLO,150
UCHUMAYO,2965
YANAHUARA,3355
