distrito,suma
"ALTO SELVA ALEGRE",31888
AREQUIPA,9585.63
CAYMA,2665
"CERRO COLORADO",7818.070000000001
CHARACATO,400
"JACOBO HUNTER",982
"JOSE LUIS BUSTAMANTE Y RIVERO",86870.2
"MARIANO MELGAR",6355
MIRAFLORES,1005
PAUCARPATA,4571.1
SACHACA,1180
SOCABAYA,3813.65
UCHUMAYO,690
YANAHUARA,14091
