distrito,suma
"ALTO SELVA ALEGRE",45821.05
AREQUIPA,21166.33
CAYMA,4391.5
"CERRO COLORADO",14706.67
CHARACATO,5000
"JACOBO HUNTER",1140
"JOSE LUIS BUSTAMANTE Y RIVERO",8323.16
"MARIANO MELGAR",9987
MIRAFLORES,6146.8099999999995
PAUCARPATA,900
SABANDIA,0.68
SACHACA,1300
SOCABAYA,2190
UCHUMAYO,600
YANAHUARA,366
