distrito,suma
"ALTO SELVA ALEGRE",36376.8
AREQUIPA,30546.86
CAYMA,1675
"CERRO COLORADO",8385.08
CHARACATO,100
CHIGUATA,400
"JACOBO HUNTER",3557.55
"JOSE LUIS BUSTAMANTE Y RIVERO",4680.2
"MARIANO MELGAR",2515
MIRAFLORES,1166
PAUCARPATA,2861.27
SACHACA,320
SOCABAYA,10522.91
UCHUMAYO,1400
YANAHUARA,1266.27
