distrito,suma
"ALTO SELVA ALEGRE",35070.2
AREQUIPA,16466.129999999997
CAYMA,3014.4
"CERRO COLORADO",20022.05
CHARACATO,1900
"JACOBO HUNTER",2685.24
"JOSE LUIS BUSTAMANTE Y RIVERO",12839
MAJES,180
"MARIANO MELGAR",3805
MIRAFLORES,898.24
PAUCARPATA,8643
SACHACA,2505
SOCABAYA,3365
UCHUMAYO,1550
YANAHUARA,3866
YURA,2200
