distrito,suma
"ALTO SELVA ALEGRE",12327.44
AREQUIPA,21607.62
CAYMA,793.02
"CERRO COLORADO",19717.08
CHIGUATA,5
"JACOBO HUNTER",330
"JOSE LUIS BUSTAMANTE Y RIVERO",13253.73
MAJES,100
"MARIANO MELGAR",5337.71
MIRAFLORES,10994.22
PAUCARPATA,4887
SACHACA,4950
SOCABAYA,4142
UCHUMAYO,650
YANAHUARA,20
