distrito,suma
"ALTO SELVA ALEGRE",50648.04
AREQUIPA,32039.23
CAYMA,2780
"CERRO COLORADO",13937
CHIGUATA,5
"JACOBO HUNTER",340
"JOSE LUIS BUSTAMANTE Y RIVERO",5785.58
MAJES,200
"MARIANO MELGAR",3930
MIRAFLORES,2942.11
PAUCARPATA,9610.7
SACHACA,600
SOCABAYA,5720
UCHUMAYO,50
YANAHUARA,7387
YURA,20
