distrito,suma
"ALTO SELVA ALEGRE",9561.75
AREQUIPA,14862
CAYMA,290
"CERRO COLORADO",49494.89
CHIGUATA,5
"JACOBO HUNTER",300
"JOSE LUIS BUSTAMANTE Y RIVERO",7119.02
MAJES,100
"MARIANO MELGAR",23631.45
MIRAFLORES,5715.33
PAUCARPATA,11748
SACHACA,300
"SAN MARTIN DE PORRES",350
SOCABAYA,4236.5
YANAHUARA,286.5
YURA,7500
