distrito,suma
"ALTO SELVA ALEGRE",27026.15
AREQUIPA,37740
CAYMA,7368
"CERRO COLORADO",14090
"JACOBO HUNTER",2515.76
"JOSE LUIS BUSTAMANTE Y RIVERO",17502.29
"MARIANO MELGAR",2416.89
MIRAFLORES,5595.76
PAUCARPATA,20071.16
QUEQUEÐA,200
SACHACA,2075
SOCABAYA,15183.789999999999
UCHUMAYO,550
