distrito,suma
"ALTO SELVA ALEGRE",22022.15
AREQUIPA,29821.789999999997
CAYMA,11080
"CERRO COLORADO",19535.2
CHIGUATA,205
"JACOBO HUNTER",4171.88
"JOSE LUIS BUSTAMANTE Y RIVERO",7648.41
"MARIANO MELGAR",9630
MIRAFLORES,16480
PAUCARPATA,12133.91
SACHACA,610
SOCABAYA,7575
UCHUMAYO,200
YANAHUARA,1750
