distrito,suma
"ALTO SELVA ALEGRE",33117.9
AREQUIPA,9827.01
CAYMA,190860
"CERRO COLORADO",15792.52
"JACOBO HUNTER",846
"JOSE LUIS BUSTAMANTE Y RIVERO",41679.04
"MARIANO MELGAR",7336.62
MIRAFLORES,1840
MOQUEGUA,9011.01
PAUCARPATA,6561
SACHACA,396
SOCABAYA,6090.3
TIABAYA,900
UCHUMAYO,870
YANAHUARA,2523
