distrito,suma
"ALTO SELVA ALEGRE",33056.01
AREQUIPA,28768.13
CAYMA,1525
"CERRO COLORADO",14796.36
CHIGUATA,5
"JACOBO HUNTER",55300
"JOSE LUIS BUSTAMANTE Y RIVERO",37492
MAJES,100
"MARIANO MELGAR",4706
MIRAFLORES,10689.53
PAUCARPATA,7593.85
SOCABAYA,7414.16
UCHUMAYO,910
YANAHUARA,426
YURA,5000
