distrito,suma
"ALTO SELVA ALEGRE",42182.82
AREQUIPA,120671.98000000001
CAYMA,10565
"CERRO COLORADO",28689.2
"JACOBO HUNTER",2562.93
"JOSE LUIS BUSTAMANTE Y RIVERO",28066.180000000004
"MARIANO MELGAR",2120
MIRAFLORES,3613
MOLLENDO,10
PAUCARPATA,6782.88
SACHACA,4110
SOCABAYA,9391.93
UCHUMAYO,50
YANAHUARA,1120
