distrito,suma
"ALTO SELVA ALEGRE",57994.4
AREQUIPA,17239.629999999997
CAYMA,2110
"CERRO COLORADO",31594.42
CHARACATO,800
"JACOBO HUNTER",280
"JOSE LUIS BUSTAMANTE Y RIVERO",9348
"MARIANO MELGAR",3865
MIRAFLORES,2500
PAUCARPATA,5680.81
SACHACA,3170
SOCABAYA,2402.87
TIABAYA,150
UCHUMAYO,120
YANAHUARA,5528.8
YURA,3303.24
