distrito,suma
"ALTO SELVA ALEGRE",47580
AREQUIPA,13341.13
CAYMA,2720
"CERRO COLORADO",5715
CHARACATO,500
"JACOBO HUNTER",1145
"JOSE LUIS BUSTAMANTE Y RIVERO",10412.5
"MARIANO MELGAR",3705
MIRAFLORES,4513
PAUCARPATA,3601
SACHACA,3616
SOCABAYA,13473.82
UCHUMAYO,10000
YANAHUARA,1372
