distrito,suma
"ALTO SELVA ALEGRE",38348.42
AREQUIPA,13594.03
CAYMA,3240
"CERRO COLORADO",28496.6
CHARACATO,4800
"JACOBO HUNTER",1861
"JOSE LUIS BUSTAMANTE Y RIVERO",18129.12
"MARIANO MELGAR",23588.5
MIRAFLORES,11100
PAUCARPATA,2220
SACHACA,2920
SOCABAYA,6489.25
UCHUMAYO,2640
YANAHUARA,4697.29
