distrito,suma
"ALTO SELVA ALEGRE",21794.920000000002
AREQUIPA,117766.43000000002
CAYMA,10303.539999999999
"CERRO COLORADO",38354.46000000001
"JACOBO HUNTER",21479.2
"JOSE LUIS BUSTAMANTE Y RIVERO",30347.969999999998
MAJES,669.03
"MARIANO MELGAR",3300.84
MIRAFLORES,50552.850000000006
PAUCARPATA,30563.769999999997
SABANDIA,1955
SACHACA,5456.579999999999
SOCABAYA,19493.430000000004
UCHUMAYO,2990.5
YANAHUARA,4927.39
