distrito,suma
"ALTO SELVA ALEGRE",42438.31999999999
AREQUIPA,27627.370000000006
CAYMA,8466.54
"CERRO COLORADO",37968.09000000002
CHARACATO,213.5
CHIGUATA,212.7
CHIVAY,300
"JACOBO HUNTER",16345.119999999999
"JOSE LUIS BUSTAMANTE Y RIVERO",48473.050000000025
MAJES,536.89
"MARIANO MELGAR",5917.719999999999
MIRAFLORES,21526.330000000005
PAUCARPATA,58525.39999999999
SABANDIA,1183.48
SACHACA,1499.81
SOCABAYA,31680.79
TIABAYA,1434.6000000000001
UCHUMAYO,980.58
YANAHUARA,8065.300000000001
YURA,740.96
