distrito,suma
"ALTO SELVA ALEGRE",187632.62
AREQUIPA,61114.41
CAYMA,16530.23
"CERRO COLORADO",31543.45
CHARACATO,875
"JACOBO HUNTER",3698.63
"JOSE LUIS BUSTAMANTE Y RIVERO",20570.449999999997
MAJES,313.97
"MARIANO MELGAR",5605.52
MIRAFLORES,25354.85
PAUCARPATA,20622.51
SABANDIA,970
SACHACA,24704.59
SOCABAYA,74937.94
UCHUMAYO,8303.9
YANAHUARA,8700.33
