distrito,suma
"ALTO SELVA ALEGRE",19830.479999999996
AREQUIPA,109393.97000000002
CAYMA,11066.1
"CERRO COLORADO",32466.52
"JACOBO HUNTER",28242.010000000002
"JOSE LUIS BUSTAMANTE Y RIVERO",15821.23
MAJES,243.25
"MARIANO MELGAR",2678.89
MIRAFLORES,8378.11
PAUCARPATA,16857.32
SABANDIA,233
SACHACA,3522.29
SOCABAYA,29819.37
TIABAYA,1141.5
UCHUMAYO,1446.1
YANAHUARA,11481.199999999999
