distrito,suma
"ALTO SELVA ALEGRE",41945.630000000005
AREQUIPA,44280.950000000004
CAYMA,17617.420000000002
"CERRO COLORADO",48835.11999999999
CHARACATO,1464.8400000000001
CHIGUATA,1243.4
"JACOBO HUNTER",8451.38
"JOSE LUIS BUSTAMANTE Y RIVERO",37800.420000000006
"LA JOYA",644.4
MAJES,128
"MARIANO MELGAR",10206.38
MIRAFLORES,14785.010000000002
PAUCARPATA,31025.329999999994
SABANDIA,961.7
SACHACA,5403.5
SOCABAYA,34876.16
TIABAYA,25578.399999999998
UCHUMAYO,1347.01
YANAHUARA,9024.33
YURA,635.8
