distrito,suma
"ALTO SELVA ALEGRE",52918.39000000001
AREQUIPA,62680.670000000006
CAYMA,8266.11
"CERRO COLORADO",30400.200000000004
CHARACATO,569.15
"JACOBO HUNTER",16357.22
"JOSE LUIS BUSTAMANTE Y RIVERO",25891.55
"MARIANO MELGAR",7645.420000000001
MIRAFLORES,32043.88
PAUCARPATA,20378.47
SACHACA,3486.8500000000004
SOCABAYA,44001.96
TIABAYA,83.56
UCHUMAYO,2085.27
YANAHUARA,10109.730000000001
