distrito,suma
"ALTO SELVA ALEGRE",36505.10999999999
AREQUIPA,103173.10999999999
CAYMA,19628.86
"CERRO COLORADO",34247.659999999996
CHARACATO,156
CHIGUATA,414.46000000000004
"JACOBO HUNTER",8807.11
"JOSE LUIS BUSTAMANTE Y RIVERO",27041.090000000007
MAJES,634.09
"MARIANO MELGAR",8736.32
MIRAFLORES,22066.050000000003
PAUCARPATA,26033.189999999995
SABANDIA,1476.5
SACHACA,12555.02
SOCABAYA,25994.039999999997
TIABAYA,1183.5700000000002
UCHUMAYO,11158.73
YANAHUARA,12096.53
YURA,640.3
