distrito,suma
"ALTO SELVA ALEGRE",29683.83
AREQUIPA,51556.689999999995
CAYMA,8445.920000000002
"CERRO COLORADO",26454.5
CHARACATO,249.5
CHIGUATA,5459.2
"JACOBO HUNTER",8513.3
"JOSE LUIS BUSTAMANTE Y RIVERO",36264.939999999995
MAJES,129
"MARIANO MELGAR",6194.21
MIRAFLORES,11617.570000000002
PAUCARPATA,20200.010000000006
SABANDIA,1285.1000000000001
SACHACA,1453.9
SOCABAYA,12430.02
TIABAYA,3334.97
UCHUMAYO,209.6
YANAHUARA,18171.280000000002
YURA,632.8
