distrito,suma
"ALTO SELVA ALEGRE",47907.6
AREQUIPA,193287.05000000002
CAYMA,9619.220000000001
"CERRO COLORADO",32647.55
CHARACATO,588
"JACOBO HUNTER",3091
"JOSE LUIS BUSTAMANTE Y RIVERO",36447.77
MAJES,610.5
"MARIANO MELGAR",4166.88
MIRAFLORES,19542.62
PAUCARPATA,43249.75000000001
SABANDIA,485
SACHACA,4143.4
SOCABAYA,27181.649999999998
UCHUMAYO,2168.3
YANAHUARA,6713.29
