distrito,suma
"ALTO SELVA ALEGRE",28985.97
AREQUIPA,98254.99000000003
CAYMA,108462.53
"CERRO COLORADO",53234.18
CHARACATO,3087.09
"JACOBO HUNTER",6541.66
"JOSE LUIS BUSTAMANTE Y RIVERO",17336.420000000002
MAJES,211
"MARIANO MELGAR",4137.88
MIRAFLORES,53714.77
PAUCARPATA,17511.11
SABANDIA,233
SACHACA,6944.87
SOCABAYA,10441.519999999999
TIABAYA,1093
UCHUMAYO,1985.19
YANAHUARA,3856.19
