distrito,suma
"ALTO SELVA ALEGRE",36634.05
AREQUIPA,34383.91000000002
CAYMA,12589.430000000004
"CERRO COLORADO",40403.67000000001
CHARACATO,394.07
CHIGUATA,107.34
"JACOBO HUNTER",3077.88
"JOSE LUIS BUSTAMANTE Y RIVERO",55101.729999999996
MAJES,353.18
"MARIANO MELGAR",8781.679999999998
MIRAFLORES,14088.470000000001
PAUCARPATA,18289.11
SABANDIA,1055
SACHACA,883.67
SOCABAYA,13339.519999999999
TIABAYA,1092.5900000000001
UCHUMAYO,1257.67
YANAHUARA,9864.89
YURA,334.23
