distrito,suma
"ALTO SELVA ALEGRE",31003.539999999997
AREQUIPA,37940.490000000005
CAYMA,14481.180000000002
"CERRO COLORADO",31074.379999999994
CHIVAY,100
"JACOBO HUNTER",9533.220000000001
"JOSE LUIS BUSTAMANTE Y RIVERO",30835.130000000005
"LA JOYA",322.2
MAJES,255
"MARIANO MELGAR",12176.599999999999
MIRAFLORES,12936.28
PAUCARPATA,16392.64
SABANDIA,1480.66
SACHACA,2025.55
"SAN MARTIN DE PORRES",209.47
SOCABAYA,21333.71
TIABAYA,5190.44
UCHUMAYO,666
YANAHUARA,6919.42
YURA,1478.64
